,Номер паспорта,Фамилия,Имя,Отчество,Дата рождения,Пол,Год получения прав,КП во время учёбы,Количество попыток сдачи эказмена,Название автошколы,Код региона получения прав
9978,8640163403,Лазарева,Валентина,Олеговна,1975-03-08,Ж,2000,А,4,Штурман,59
9979,8777583482,Полякова,Феврония,Владимировна,1953-01-23,Ж,1988,А,2,Пульс,69
9980,2823670360,Белозеров,Терентий,Демидович,1966-05-12,М,2001,M,5,Умный водитель,77
9981,1448618513,Капустина,Элеонора,Тимофеевна,1982-08-20,Ж,2013,M,3,Успех,67
9982,9189845402,Родионов,Григорий,Адамович,1957-11-28,М,1981,А,2,АвтоАс,65
9983,3224263550,Исакова,Марфа,Дмитриевна,2000-11-21,Ж,2018,M,2,Первоклассная,42
9984,3584507750,Кириллова,Галина,Ивановна,2001-05-19,Ж,2021,А,3,Леди Моторс,6
9985,9050121115,Трофимов,Аким,Ерофеевич,1966-08-12,М,2015,M,4,Фортуна,64
9986,6320279779,Большакова,Таисия,Юльевна,1962-01-19,Ж,1992,M,1,Дакар,65
9987,4981049956,Жданова,Майя,Кузьминична,2003-03-21,Ж,2021,А,2,Звездный мост,58
9988,0413758503,Молчанов,Лучезар,Власович,1961-02-06,М,1986,А,4,Автолидер,57
9989,9345661897,Лукин,Сила,Даниилович,1998-02-15,М,2020,M,3,Флагман,63
9990,3680864652,Селиверстова,Александра,Кузьминична,1967-09-13,Ж,2012,А,5,Автоштурман,87
9991,0282906432,Константинов,Эрнест,Ермилович,1995-10-13,М,2017,M,3,Луч,16
9992,6169982758,Ефимова,Лидия,Сергеевна,1966-02-17,Ж,2018,M,5,Шоссе,50
9993,2673294611,Евсеев,Венедикт,Теймуразович,1970-10-26,М,2019,M,2,Автоправо,51
9994,9847875727,Кондратьев,Анатолий,Исидорович,1965-02-07,М,2006,А,3,Априори,53
9995,9694820877,Агафонова,Акулина,Архиповна,1996-11-07,Ж,2020,А,3,Максима,21
9996,9718185760,Шашков,Гурий,Ефремович,1997-03-15,М,2019,А,5,Мотор,8
9997,8198544950,Дмитриева,Мария,Болеславовна,1971-08-29,Ж,1994,А,5,Бумеранг,65
9998,6666079852,Красильников,Афанасий,Георгиевич,1997-08-30,М,2021,M,1,Мак-Авто,30
9999,5379598306,Моисеева,Лора,Евгеньевна,1974-10-11,Ж,2004,M,4,Легион,48
10000,5632998787,Павлов,Никандр,Викторович,1956-11-28,М,1994,M,5,Легион,13
10001,1994221455,Потапов,Фотий,Филимонович,1998-09-03,М,2016,M,4,А-Класс,69
10002,9311958838,Филиппова,Екатерина,Максимовна,1986-02-07,Ж,2005,А,4,Азбука вождения,32
10003,9191792997,Гуляева,Олимпиада,Михайловна,1979-05-05,Ж,2009,А,3,Жигули,57
10004,4408728480,Суворова,Виктория,Борисовна,1962-05-08,Ж,1998,А,4,Автофил,68
10005,7879398774,Федотов,Ефим,Даниилович,1977-10-19,М,2011,А,3,Зеленый свет,22
10006,2776159040,Панфилов,Николай,Елизарович,1995-11-17,М,2019,M,3,Дюк,39
10007,3529167305,Калашникова,Ирина,Святославовна,1976-01-24,Ж,1996,M,5,Ралли Шоп,2
10008,8613986714,Зимин,Панфил,Ермолаевич,1985-01-03,М,2021,А,3,Шоссе,37
10009,4204184986,Попов,Дементий,Вилорович,1967-04-16,М,2021,M,5,Бумер,75
10010,4378760097,Дьячков,Мартын,Жанович,1979-03-09,М,2007,M,1,За рулем,65
10011,6039335444,Бобров,Федот,Харлампьевич,1969-04-10,М,2005,M,5,Автоперекресток,77
10012,8824637703,Осипов,Иларион,Елисеевич,1993-08-20,М,2019,А,3,Формула-1,78
10013,3270213250,Филиппов,Ростислав,Марсович,1965-04-02,М,1993,А,2,Автофактор,99
10014,0074019179,Федотова,Наина,Аркадьевна,1959-06-21,Ж,2002,M,5,А-Класс,55
10015,7498714364,Фокина,Вероника,Святославовна,1952-02-18,Ж,1971,А,4,Вектор,21
10016,1386592414,Лазарев,Любомир,Жоресович,2001-10-07,М,2020,А,2,Добрый путь,16
10017,0900694232,Блинов,Вячеслав,Еремеевич,1993-12-27,М,2016,M,3,Юность,77
10018,9453732409,Лазарева,Ольга,Валериевна,1982-12-15,Ж,2004,А,4,Автоград,60
10019,4557061547,Зайцева,Ульяна,Ждановна,1967-07-16,Ж,2020,M,3,Курсант,35
10020,0417682833,Васильева,Синклитикия,Ефимовна,1965-10-04,Ж,2011,А,4,"Эх, научу!",8
10021,9896333597,Мамонтов,Радован,Глебович,1981-11-13,М,2002,M,4,Форсаж,83
10022,4726119384,Артемьев,Орест,Борисович,1981-04-14,М,2006,M,3,Вершина,17
10023,2251129445,Котов,Никита,Владиленович,1998-09-28,М,2020,А,1,Коррэктъ,64
10024,8185364673,Богданова,Светлана,Харитоновна,1958-08-14,Ж,1998,M,4,Магистраль,30
10025,9414092761,Молчанов,Всеслав,Витальевич,1972-01-06,М,2008,А,2,Топ Драйв,42
10026,0996353788,Шарова,Клавдия,Валериевна,1989-12-12,Ж,2015,M,3,Автостиль,4
10027,8985837899,Александрова,Лариса,Афанасьевна,1979-12-17,Ж,2007,А,1,Сигнал,8
10028,9024739629,Рожкова,Вера,Владимировна,1971-12-30,Ж,2003,А,3,Правый руль,24
10029,3063175596,Кудрявцева,Ираида,Артемовна,1994-01-22,Ж,2014,А,3,Минуэт,76
10030,6610168605,Гаврилова,Ия,Кирилловна,1964-06-19,Ж,2010,M,1,Магистраль,77
10031,2843339971,Исаева,Ангелина,Валериевна,1961-02-27,Ж,1990,А,1,Форсаж,56
10032,7954972516,Мишина,Александра,Леоновна,1985-09-02,Ж,2021,M,4,"Эх, научу!",29
10033,8101363757,Соколова,Юлия,Валериевна,1976-03-29,Ж,2005,M,2,Евродрайв,72
10034,9281787426,Иванов,Светозар,Харлампович,1959-03-28,М,1984,А,5,Новая Автошкола,56
10035,5652795459,Силин,Парфен,Демьянович,1995-03-19,М,2017,M,5,Чемпион,63
10036,7023925408,Бобылев,Ермил,Демьянович,1990-11-11,М,2012,А,2,Новые горизонты,8
10037,8523565728,Панов,Ким,Ярославович,1962-08-27,М,1995,M,3,Новичок,28
10038,9713215106,Владимирова,Нина,Леоновна,1995-07-18,Ж,2016,А,3,Новичок,62
10039,3422127580,Исаев,Дорофей,Харитонович,1990-02-04,М,2019,А,4,Вулкан,59
10040,6502836788,Ершов,Харитон,Власович,1974-02-23,М,1997,M,3,Автофакультет,65
10041,4167991517,Бобров,Виктор,Артемьевич,2002-10-23,М,2021,M,1,Нужный шаг,63
10042,4600388613,Быков,Вячеслав,Фролович,1968-04-21,М,1989,M,3,Конкорд,73
10043,4983261889,Карпов,Януарий,Феликсович,1980-04-03,М,2006,M,5,Чемпион,99
10044,6968077083,Устинова,Виктория,Васильевна,1971-12-02,Ж,2014,А,2,Адреналин Драйв,79
10045,2227959242,Мясникова,София,Дмитриевна,1981-02-27,Ж,2000,M,5,Балтик-Стар,67
10046,5796885398,Баранов,Ефим,Игоревич,1951-12-26,М,2014,А,3,Прайм-Авто,56
10047,1967495911,Денисова,Олимпиада,Альбертовна,1980-10-25,Ж,2021,M,3,Формула скорости,57
10048,8572973366,Петров,Святополк,Ярославович,1995-03-11,М,2021,M,2,Штурман,11
10049,4250233238,Семенов,Пимен,Терентьевич,1987-04-26,М,2017,А,5,Шоссе,68
10050,4473636444,Мамонтова,Жанна,Семеновна,1991-11-23,Ж,2020,M,2,Мир,34
10051,7370081127,Гущин,Дементий,Викторович,1986-11-27,М,2014,А,4,Автоправо,64
10052,8640958462,Миронов,Сила,Ильясович,1955-06-26,М,1994,M,4,Автофакультет,67
10053,4532012210,Самойлов,Аркадий,Валерианович,1951-11-25,М,2004,M,2,Шоссе,73
10054,2479132521,Панов,Василий,Антипович,1971-06-13,М,1996,А,1,Кабриолет,59
10055,5687739375,Боброва,Наина,Антоновна,1982-07-14,Ж,2013,M,2,Эстафета,8
10056,6372565659,Стрелкова,Иванна,Георгиевна,1972-06-30,Ж,2019,M,4,Ротор,1
10057,0530666296,Мясникова,Ия,Алексеевна,1954-06-28,Ж,1993,M,5,Автоперекресток,41
10058,3820652158,Суворов,Мирон,Филиппович,1955-04-12,М,1980,M,2,Новый вираж,39
10059,2294577280,Беляев,Мирон,Устинович,1983-05-10,М,2013,M,4,АвтоАкадемия,22
10060,1248015765,Мясников,Мечислав,Валерьянович,1976-05-12,М,2016,M,3,Кристалл,39
10061,0965071290,Мясникова,Милица,Ефимовна,2000-06-08,Ж,2019,А,4,100 дорог,39
10062,6534571871,Быков,Всемил,Арсеньевич,1990-04-18,М,2011,M,4,Бэст,49
10063,8145197091,Фокина,Евдокия,Захаровна,1973-08-27,Ж,2016,А,4,Легион,59
10064,5569974484,Максимов,Панкратий,Устинович,1962-01-02,М,1987,M,1,Альтернатива,65
10065,5688225323,Архипова,Ангелина,Мироновна,1986-08-14,Ж,2005,А,3,Зеленая миля,16
10066,9584755600,Тетерина,Ираида,Алексеевна,1996-09-26,Ж,2021,M,2,Адреналин Драйв,77
10067,2883206781,Симонов,Любим,Устинович,1984-08-23,М,2004,А,2,Априори,47
10068,9122075318,Фадеева,Евдокия,Леонидовна,1963-12-18,Ж,2020,M,1,Автоновичок,71
10069,2619630752,Федотова,Акулина,Владиславовна,1971-02-27,Ж,2010,А,1,Шумахер,44
10070,4689199381,Кононов,Вениамин,Харлампьевич,1965-01-30,М,2013,M,2,Малина,4
10071,2996283735,Ершов,Станимир,Васильевич,1976-01-10,М,2019,А,3,Форсаж,57
10072,7457689343,Одинцова,Анна,Вячеславовна,1962-08-06,Ж,1998,А,4,Мустанг,92
10073,3793984765,Кулагина,Надежда,Архиповна,1963-01-06,Ж,1990,А,2,Азбука вождения,65
10074,0504929190,Дмитриев,Агафон,Ермолаевич,1954-09-06,М,2009,А,5,Авто-Импульс,43
10075,0630709055,Зайцев,Изот,Игоревич,1993-11-18,М,2015,M,2,Мотор,7
10076,4080732745,Назарова,Лукия,Аскольдовна,1975-07-30,Ж,1999,M,4,АртДрайв,86
10077,5045302580,Большаков,Боян,Ярославович,1970-07-30,М,2001,M,3,Успех,65
10078,2684140519,Федорова,Иванна,Матвеевна,1971-04-14,Ж,2000,M,1,Онега,42
10079,7668833406,Ларионов,Викентий,Антипович,1991-07-03,М,2009,M,4,Молния,86
10080,6658216871,Аксенов,Авдей,Бориславович,2002-08-19,М,2021,А,4,Авто-Профи,27
10081,6529249025,Молчанова,Фаина,Юльевна,1974-09-06,Ж,2002,А,1,Престиж,29
10082,8563041848,Соколов,Лазарь,Евсеевич,2000-05-09,М,2020,M,5,Добрый путь,46
10083,4817927321,Крылов,Тит,Эдгарович,1993-11-03,М,2021,А,4,Импульс,63
10084,8357555317,Колесников,Сократ,Августович,1996-12-17,М,2016,А,4,Автомаг,65
10085,2490787899,Королева,Ольга,Ивановна,1999-07-03,Ж,2019,M,1,Дюк,32
10086,9514896275,Самойлов,Евграф,Гавриилович,1980-08-27,М,2021,А,5,Топаз,38
10087,7056033430,Савин,Изяслав,Феодосьевич,1997-07-18,М,2021,M,4,Авангард,21
10088,5121809440,Петухова,Анжела,Сергеевна,2001-11-18,Ж,2019,А,2,Профессионал,44
10089,3812188284,Юдин,Мартьян,Артурович,1958-04-29,М,2014,А,3,Автоштурман,92
10090,0452153903,Юдина,Вера,Даниловна,1959-07-30,Ж,2010,M,4,Меркурий,58
10091,2142170034,Дьячкова,Татьяна,Рудольфовна,1992-11-28,Ж,2012,M,1,Драйв,65
10092,5944529466,Тарасов,Остап,Феофанович,1981-08-20,М,2000,M,2,Дюк,60
10093,6621121994,Лапина,Надежда,Геннадиевна,1973-11-07,Ж,1993,M,4,Магистраль,67
10094,8580447903,Федоров,Панфил,Филатович,1984-10-30,М,2018,А,2,Победа,55
10095,6867546790,Ефимова,Евгения,Святославовна,1973-07-09,Ж,2008,M,5,Ягуар,22
10096,9185463738,Осипов,Ефим,Феодосьевич,1994-08-01,М,2013,А,5,Пульс,69
10097,5101205058,Корнилов,Вацлав,Иларионович,1980-10-19,М,2012,M,2,Перспектива,21
10098,1701178547,Осипова,Лидия,Олеговна,1985-10-01,Ж,2007,А,4,Правый руль,69
10099,0578374908,Киселев,Руслан,Матвеевич,1952-08-18,М,2005,M,1,Маневр,92
10100,5242102665,Доронин,Роман,Терентьевич,1997-11-24,М,2020,А,1,Звездный мост,64
10101,5963427455,Голубев,Александр,Ефимович,1965-06-29,М,2021,M,2,Минуэт,56
10102,7390779745,Хохлова,Ия,Ефимовна,1991-02-02,Ж,2011,M,4,Автопилот,16
10103,5473687694,Пономарева,Нина,Константиновна,1978-02-27,Ж,2001,M,1,Успех,70
10104,5142671908,Аксенов,Тит,Артемьевич,1991-01-13,М,2016,M,3,Легион,58
10105,7273115520,Киселев,Никанор,Герасимович,1967-09-27,М,1996,А,5,Формула-1,26
10106,4716660743,Белов,Ладислав,Аксёнович,1991-12-23,М,2020,А,2,Профи,70
10107,5037375736,Дементьев,Наркис,Давидович,1993-01-19,М,2012,M,1,Движение,35
10108,1046308921,Зыков,Никита,Андреевич,1963-10-10,М,2018,M,4,Драйв,47
10109,4568951172,Кудряшов,Тимур,Антипович,1968-09-13,М,1995,M,5,Золотой руль,58
10110,9011441163,Беляева,Вера,Эдуардовна,1995-08-13,Ж,2018,А,5,Авангард,63
10111,2296138984,Тимофеев,Станислав,Ильич,1981-01-13,М,2011,А,2,Ермак,65
10112,3719491312,Зыков,Леонид,Изотович,1954-04-14,М,1998,M,4,Авто-Импульс,49
10113,5434432580,Фокин,Мстислав,Глебович,1976-02-25,М,2011,А,3,Мустанг,65
10114,5926389511,Калинина,Зинаида,Григорьевна,1981-08-10,Ж,2009,M,4,Автолайн,77
10115,9910458090,Русаков,Никифор,Тихонович,1987-12-10,М,2015,M,1,В движении,91
10116,2941001457,Горбачева,Маргарита,Геннадиевна,1965-04-22,Ж,2020,А,4,Армада,91
10117,3364074854,Игнатов,Леонид,Анатольевич,1951-03-18,М,2008,А,5,Леди Моторс,89
10118,7249200619,Денисова,Ульяна,Макаровна,1959-09-29,Ж,2012,M,3,Автолицей,48
10119,6688584522,Орехова,Антонина,Ильинична,2003-04-25,Ж,2021,А,5,Зеленый свет,16
10120,3126482498,Савельев,Тимур,Васильевич,1995-07-12,М,2019,M,4,Автоэлита,70
10121,1449605911,Кошелев,Ростислав,Борисович,1994-03-08,М,2012,M,5,Маршрут,72
10122,6832265380,Одинцова,Василиса,Святославовна,1975-02-15,Ж,2008,M,4,Магистраль,3
10123,1087986668,Захаров,Владлен,Гаврилович,2001-10-04,М,2020,А,3,Конкорд,28
10124,9999889220,Беспалов,Петр,Георгиевич,1969-10-26,М,1996,А,4,Автоград,41
10125,7828986370,Рябов,Матвей,Тимурович,1997-05-20,М,2015,M,4,Вершина,28
10126,7249618885,Горбунова,Маргарита,Тимуровна,2000-03-01,Ж,2018,M,4,Прайм-Авто,59
10127,9989139699,Константинова,Раиса,Рубеновна,1982-06-28,Ж,2011,А,1,Нужный шаг,29
10128,1207669304,Одинцова,Ангелина,Васильевна,1973-09-22,Ж,2006,M,5,Автолайф,91
10129,2889985712,Авдеев,Арсений,Архипович,1968-11-05,М,1987,А,3,Дебют,89
10130,1466562288,Власова,Фаина,Мироновна,2002-01-12,Ж,2021,А,3,Перекресток,55
10131,3402493684,Овчинников,Исидор,Алексеевич,1954-01-24,М,2008,M,1,Профессионал,13
10132,7356526133,Захаров,Федот,Адамович,1967-09-15,М,2015,А,4,Адреналин Драйв,27
10133,2845391299,Жуков,Владилен,Фокич,1953-08-19,М,2020,M,3,Близкое расстояние,63
10134,0359838779,Логинова,Иванна,Кирилловна,1996-04-07,Ж,2014,А,3,Нужный шаг,5
10135,5879180743,Субботина,Таисия,Владиславовна,1995-06-18,Ж,2014,А,3,Профи,10
10136,9520872169,Уваров,Любим,Денисович,1982-10-19,М,2013,А,4,Априори,55
10137,0012585325,Коновалов,Агафон,Филимонович,1970-03-31,М,2007,А,2,Автофактор,87
10138,2149339736,Аксенова,Евгения,Владиславовна,1974-01-31,Ж,1992,А,1,Мотор,66
10139,8781753958,Дмитриев,Адриан,Фёдорович,1979-11-13,М,2006,M,2,Прайм-Авто,79
10140,7234941118,Турова,Варвара,Натановна,1999-05-20,Ж,2017,А,4,Пора за руль,62
10141,7936885483,Щербаков,Милан,Данилович,1989-02-11,М,2014,M,5,Престиж,99
10142,6519470426,Петров,Ростислав,Гурьевич,1992-10-06,М,2018,А,3,Минуэт,69
10143,5542517860,Архипов,Кир,Ефстафьевич,1973-06-11,М,1992,M,4,Магистраль,42
10144,5897607133,Калинин,Фирс,Анатольевич,1992-10-24,М,2021,M,3,Лидер,37
10145,2946022350,Юдин,Нестор,Валерьевич,2001-01-25,М,2020,M,4,Автоотличник,15
10146,4378000759,Лапин,Филипп,Ермилович,1959-07-27,М,1991,M,4,АвтоАкадемия,8
10147,6615677030,Муравьева,Оксана,Алексеевна,1964-04-25,Ж,1986,А,5,Правый руль,8
10148,3014314274,Голубев,Варфоломей,Ильясович,1988-07-29,М,2010,А,1,Автолайн,76
10149,8924212765,Комарова,Глафира,Григорьевна,1987-10-12,Ж,2015,M,2,Молодость,41
10150,4376233138,Федорова,Нинель,Алексеевна,1958-07-26,Ж,1983,А,3,За рулем,21
10151,8887213323,Мамонтов,Панфил,Брониславович,1991-07-24,М,2021,А,1,Авангард,17
10152,1845473345,Власова,Марина,Максимовна,1968-04-12,Ж,2007,А,1,Вершина,45
10153,1277585858,Одинцова,Маргарита,Леоновна,1989-04-20,Ж,2019,А,2,Авто-Импульс,48
10154,7902796585,Антонова,Синклитикия,Анатольевна,1962-11-19,Ж,2010,M,5,Автофакультет,38
10155,4358488781,Власова,Эмилия,Харитоновна,1989-12-13,Ж,2010,А,5,Победа,11
10156,0592540483,Королева,Евгения,Вадимовна,1990-10-06,Ж,2012,А,4,Вектор,39
10157,7081110206,Шубина,Елизавета,Михайловна,2003-03-22,Ж,2021,M,4,Автоледи,72
10158,7463606479,Юдин,Федор,Авдеевич,1993-04-01,М,2012,M,1,Курсант,27
10159,3434817969,Беляков,Амос,Герасимович,2000-09-05,М,2020,M,4,Конкорд,89
10160,6518725992,Федосеева,Елизавета,Ниловна,1985-01-21,Ж,2009,M,2,Виртуоз,61
10161,4011928700,Михайлова,Элеонора,Вениаминовна,1997-04-29,Ж,2019,А,3,Автодрайв,3
10162,6854746351,Суворова,Кира,Мироновна,1961-08-01,Ж,2006,А,2,Водитель,19
10163,8219044463,Цветков,Карл,Артемьевич,1982-03-05,М,2002,M,1,Кристалл,99
10164,9550354233,Муравьева,Фаина,Павловна,1972-06-26,Ж,2017,M,3,Трасса,46
10165,3350693731,Кононова,Элеонора,Аркадьевна,1998-12-30,Ж,2019,M,3,Прайм-Авто,86
10166,8311585444,Исаев,Митофан,Владиславович,1978-04-10,М,2019,А,5,Дебют,8
10167,0151821855,Тетерина,Фёкла,Вячеславовна,1970-02-11,Ж,1997,M,2,Приоритет,62
10168,4277718773,Григорьева,Элеонора,Анатольевна,2001-12-13,Ж,2019,А,2,Магистраль,73
10169,8993628091,Борисова,Глафира,Аркадьевна,1962-03-16,Ж,2000,M,3,Юность,31
10170,5219447467,Шаров,Андрей,Венедиктович,1991-08-13,М,2017,А,1,Лучший водитель,27
10171,2885973004,Доронин,Герман,Зиновьевич,1998-12-13,М,2021,А,3,Метеор,67
10172,0162237184,Андреева,Юлия,Мироновна,1989-10-06,Ж,2009,А,1,Три педали,73
10173,5628737500,Горбунов,Аким,Давыдович,1997-08-12,М,2021,M,5,Филин,40
10174,9327116862,Родионов,Панкрат,Фёдорович,1958-07-02,М,1981,M,4,Шумахер,86
10175,9932117029,Суворова,Мария,Оскаровна,1964-03-27,Ж,2015,А,3,Конкорд,6
10176,0120398163,Голубев,Чеслав,Викентьевич,1999-02-28,М,2017,А,3,АртДрайв,83
10177,6560925312,Максимов,Светозар,Абрамович,1995-01-10,М,2013,M,4,Восток,99
10178,4725693024,Веселов,Эммануил,Данилович,1971-09-06,М,2021,А,2,Победа,25
10179,3403217749,Вишняков,Аникей,Антонович,2001-03-28,М,2020,А,2,Автолюбитель,65
10180,1171837445,Рогова,Алевтина,Кирилловна,2002-06-02,Ж,2021,M,1,Дебют,91
10181,1349890290,Калашников,Гремислав,Феоктистович,1996-01-22,М,2020,А,5,Локомотив,51
10182,4566502899,Ильина,Ирина,Кузьминична,1957-05-10,Ж,2010,А,3,Орлан,83
10183,7947635027,Богданова,Полина,Андреевна,1967-11-25,Ж,2008,M,5,Пилот,54
10184,3052852425,Игнатьев,Всемил,Артёмович,1994-04-17,М,2017,А,3,Онега,19
10185,9263590700,Богданов,Вячеслав,Феоктистович,1977-01-30,М,2000,А,4,Автомобилист,4
10186,1594949189,Воробьева,Елизавета,Никифоровна,1968-07-28,Ж,1987,M,4,АвтоАс,71
10187,0480745572,Пономарева,Марина,Феликсовна,1976-02-17,Ж,1995,M,5,Прайм-Авто,60
10188,4515547465,Бирюкова,Лариса,Александровна,1981-01-04,Ж,2015,M,4,Автолайф,20
10189,9708828493,Киселев,Тихон,Яковлевич,1973-11-26,М,1994,M,1,Леди Моторс,53
10190,4112555452,Комиссарова,Ульяна,Тимофеевна,1997-03-11,Ж,2017,А,2,Экипаж,22
10191,4625104965,Меркушев,Аггей,Ермолаевич,1973-11-20,М,1993,А,4,Автоправо,31
10192,2213145272,Тихонов,Амос,Артемьевич,1951-12-04,М,1971,M,3,Фордевинд,10
10193,1462580723,Гущина,Наталья,Болеславовна,1988-08-13,Ж,2006,M,1,Армада,39
10194,3074183553,Григорьев,Лавр,Валерьевич,1990-03-15,М,2008,M,5,Вулкан,44
10195,5970830992,Рожкова,Алла,Афанасьевна,1990-02-20,Ж,2008,M,5,Автолидер,9
10196,8809776585,Ковалев,Валерьян,Якубович,1998-08-04,М,2021,M,1,Добрый путь,9
10197,7658718428,Ларионова,Элеонора,Тимуровна,1964-08-19,Ж,2012,А,3,Мастер-класс,51
10198,9349972026,Белоусова,Акулина,Васильевна,1976-06-20,Ж,2009,А,2,Автопилот,57
10199,4062988480,Самсонов,Мокей,Юлианович,1978-10-24,М,2009,А,5,Норд-Вест,29
10200,5264236004,Афанасьев,Пахом,Иосифович,1992-08-05,М,2015,А,5,Автостарт,26
10201,2140305011,Бобылева,Оксана,Вениаминовна,1962-09-08,Ж,1987,M,5,Ягуар,69
10202,7688727266,Молчанова,Фаина,Константиновна,1955-07-11,Ж,2020,M,3,Армада,35
10203,1240058183,Петухов,Аким,Фомич,1960-07-22,М,2021,А,4,Престиж,52
10204,9837422762,Евсеев,Любосмысл,Авдеевич,1973-09-13,М,2012,А,4,Вектор,21
10205,5917235291,Исаев,Ярополк,Тимурович,1972-03-10,М,2017,А,1,Арго,26
10206,8196980075,Беспалова,Вероника,Борисовна,1986-07-08,Ж,2017,M,3,Профессионал,63
10207,2207478468,Федотова,Агата,Натановна,1992-03-31,Ж,2010,M,2,Первая миля,30
10208,6426363032,Панова,Таисия,Васильевна,1994-02-08,Ж,2015,M,3,Универсал,19
10209,1142128250,Овчинников,Пров,Фролович,1953-08-03,М,1989,M,2,Главная дорога,62
10210,3783447587,Дьячков,Доброслав,Чеславович,1961-09-27,М,2014,M,4,Сигнал,51
10211,2953503975,Гусева,Людмила,Семеновна,1987-06-27,Ж,2007,M,3,Авто-Импульс,27
10212,2751923771,Фролов,Антип,Ермолаевич,1963-03-08,М,2008,M,4,Локомотив,11
10213,9092998814,Волков,Георгий,Владиленович,1951-11-21,М,2007,А,1,Хочу рулить,62
10214,6893380258,Назарова,Ирина,Александровна,1964-01-04,Ж,1989,M,4,Авто-Профи,24
10215,1113434997,Зимина,Ираида,Борисовна,2003-10-03,Ж,2021,M,3,Аверс,18
10216,1143552380,Корнилов,Зиновий,Эдгарович,1969-09-29,М,2011,А,1,Три педали,37
10217,6602725952,Сорокин,Доброслав,Александрович,1982-05-28,М,2002,M,2,Арго,68
10218,3368965357,Меркушева,Зинаида,Григорьевна,1979-08-12,Ж,2017,А,2,Автознание,79
10219,4636032386,Симонов,Пимен,Ильясович,1990-12-26,М,2013,А,2,Перспектива,52
10220,6756329281,Бобылева,Глафира,Егоровна,1978-12-19,Ж,1996,А,5,Евродрайв,51
10221,9032924952,Кошелев,Борис,Эдуардович,1958-10-22,М,2015,А,2,Эстакада,37
10222,2723595883,Агафонов,Герман,Фокич,2000-06-03,М,2019,M,3,Магистраль,40
10223,1725908014,Овчинникова,Евгения,Дмитриевна,1963-10-11,Ж,1999,M,5,Евродрайв,52
10224,1928064886,Исаев,Василий,Валерьянович,1960-05-10,М,1991,M,3,Эстафета,14
10225,2813842922,Крюкова,Маргарита,Станиславовна,1986-01-29,Ж,2008,M,2,Автодрайвер,54
10226,7087266321,Гущина,Агафья,Станиславовна,1958-03-02,Ж,1976,А,3,Стажер,30
10227,4049633261,Гурьева,Нинель,Леонидовна,1962-01-15,Ж,1988,А,1,Автостиль,67
10228,7723573944,Шилова,Синклитикия,Антоновна,1968-06-26,Ж,2004,M,1,Метеор,27
10229,3782419403,Тихонов,Ираклий,Аверьянович,1964-08-05,М,1999,А,2,Автолицей,20
10230,8930193016,Орехова,Юлия,Аскольдовна,1955-06-29,Ж,2021,M,1,Дилижанс,5
10231,8488285504,Кононов,Мир,Жанович,1993-08-12,М,2021,M,1,Зебра,91
10232,6456968746,Шаров,Дорофей,Васильевич,1969-10-18,М,2002,M,4,Умный водитель,20
10233,7756525203,Гордеев,Ювеналий,Фомич,1961-02-18,М,2005,M,5,Правый руль,26
10234,9158661590,Никонова,Феврония,Васильевна,1977-08-03,Ж,2016,M,3,Метеор,27
10235,7337869382,Зимина,Ольга,Александровна,1981-07-11,Ж,2011,А,1,Клаксон,69
10236,4418372313,Александров,Ипатий,Феофанович,1971-12-15,М,1999,А,2,Рокада,13
10237,8751115016,Кудрявцева,Нинель,Даниловна,1950-12-18,Ж,2016,M,5,Виртуоз,49
10238,4085850032,Зайцева,Татьяна,Максимовна,1980-05-22,Ж,2016,А,3,Мотор,99
10239,4362414607,Комаров,Нестор,Геннадиевич,1990-05-23,М,2012,А,2,Универсал,67
10240,7960973064,Кудрявцев,Гостомысл,Игнатович,1975-09-29,М,2009,А,1,Магистраль,74
10241,9569295834,Меркушева,Алла,Львовна,1969-06-24,Ж,2019,А,4,Навигатор,99
10242,4978191406,Кудрявцева,Полина,Михайловна,2000-05-26,Ж,2020,А,5,Эксперт,43
10243,9645225040,Кузнецов,Моисей,Витальевич,1960-10-03,М,2003,А,3,Формула-1,57
10244,6442882758,Дроздов,Венедикт,Герасимович,1959-04-06,М,2013,А,3,Добрый путь,78
10245,2629617969,Беспалов,Радислав,Алексеевич,1963-07-29,М,1987,M,2,Филин,38
10246,1484264246,Осипов,Венедикт,Еремеевич,1952-07-06,М,2019,M,3,Автофил,25
10247,4172795922,Пономарева,Синклитикия,Михайловна,1969-08-01,Ж,2000,А,2,Автопилот,64
10248,5175243035,Анисимова,Людмила,Николаевна,1972-08-21,Ж,2020,M,3,Автолайф,16
10249,0409465104,Королева,Нонна,Максимовна,1961-12-14,Ж,2021,А,3,Бэст,37
10250,2258436738,Лихачев,Спиридон,Георгиевич,1960-08-06,М,2017,M,2,Главная дорога,89
10251,4872773794,Маслова,Майя,Захаровна,1996-01-09,Ж,2018,А,1,Рокада,40
10252,6891168582,Попова,Оксана,Анатольевна,1997-03-21,Ж,2017,M,1,Прайм-Авто,78
10253,0630724290,Емельянов,Агап,Игнатьевич,1977-09-17,М,2020,M,3,Супер-автошкола,1
10254,4585967727,Тихонов,Август,Юлианович,1979-05-02,М,2002,А,5,Кабриолет,51
10255,7040065622,Крылов,Гурий,Гавриилович,1956-05-25,М,1994,А,1,Автогалактика,69
