,driver_id,passport_id,surname,name,middle_name,date_of_birth,sex,year_of_get_license,study_transmission,attemps_of_pass,autoschool,region_id
5831,5832,7048001103,Уварова,Евгения,Ефимовна,1977-09-03,Ж,2019,механика,2,Авто-Лига,26
5832,5833,0836292794,Сорокина,Екатерина,Юрьевна,2000-07-14,Ж,2019,автомат,1,Ягуар,34
5833,5834,3677869812,Гришина,Елена,Тимофеевна,1970-09-12,Ж,2003,автомат,4,Аверс,70
5834,5835,1568103957,Абрамов,Владимир,Борисович,1955-01-09,М,1983,автомат,3,За рулем,12
5835,5836,5876493463,Бирюкова,Марина,Борисовна,1966-07-08,Ж,1986,механика,3,Движение,8
5836,5837,5545829772,Русаков,Максим,Артурович,1963-09-03,М,1987,автомат,5,Бэст,6
5837,5838,5001876445,Симонов,Арефий,Венедиктович,1999-11-17,М,2021,механика,5,Профи,92
5838,5839,6177477721,Кулаков,Егор,Ефремович,2003-08-21,М,2021,механика,5,Виртуоз,60
5839,5840,0235926781,Авдеева,Евдокия,Робертовна,1997-08-20,Ж,2019,автомат,2,А-Класс,99
5840,5841,5338275988,Мельникова,Милица,Романовна,1959-12-22,Ж,1979,механика,3,Хайвэй,79
5841,5842,8332771579,Тихонова,Ангелина,Борисовна,1958-11-16,Ж,1977,механика,3,Адреналин Драйв,15
5842,5843,3973451396,Горбунов,Лев,Даниилович,1980-06-03,М,2016,автомат,5,Профессионал,49
5843,5844,0354972984,Копылова,Евпраксия,Кирилловна,1979-04-27,Ж,2003,механика,2,Кристалл,86
5844,5845,5398881472,Большакова,Ираида,Рудольфовна,1962-04-30,Ж,1994,автомат,4,Флагман,57
5845,5846,5177443182,Самойлов,Автоном,Юлианович,1970-08-06,М,2000,механика,3,Пилот,10
5846,5847,5153079932,Мишина,Анастасия,Вениаминовна,1996-05-08,Ж,2020,механика,2,Автопилот,17
5847,5848,6490613608,Орлова,Клавдия,Павловна,1983-04-14,Ж,2020,автомат,4,Транс-Миссия,83
5848,5849,6929497309,Мамонтова,Марина,Оскаровна,1962-04-24,Ж,1990,механика,2,Продвинутый водитель,70
5849,5850,5113852533,Алексеев,Денис,Бориславович,1978-12-04,М,1997,автомат,3,Формула-1,37
5850,5851,1898190711,Брагина,Таисия,Валериевна,1990-02-08,Ж,2020,автомат,2,Автоледи,65
5851,5852,4973329649,Ширяев,Ростислав,Ефремович,1998-09-08,М,2016,автомат,4,Автомаг,78
5852,5853,9421830428,Матвеев,Елисей,Елисеевич,1990-05-30,М,2017,автомат,2,Зеленая миля,25
5853,5854,6367766350,Орехова,Фёкла,Леонидовна,1997-11-06,Ж,2015,автомат,2,Орлан,58
5854,5855,7290189285,Суханова,Пелагея,Юльевна,1982-03-02,Ж,2012,механика,3,Автоновичок,63
5855,5856,0299136742,Белов,Корнил,Антонович,1958-02-06,М,1993,автомат,3,Чемпион,14
5856,5857,8230778698,Кудряшов,Артемий,Дмитриевич,1975-08-20,М,2015,механика,1,Старт,75
5857,5858,0472500399,Моисеева,Ираида,Владимировна,1997-09-02,Ж,2018,механика,3,Физика вождения,54
5858,5859,6908665383,Кириллова,Агата,Вениаминовна,1950-10-28,Ж,1992,механика,4,Фордевинд,69
5859,5860,6196720490,Журавлева,Ирина,Вячеславовна,1963-10-27,Ж,1991,автомат,1,Автоправо,56
5860,5861,9170103722,Щукина,Алевтина,Евгеньевна,1961-06-02,Ж,2003,автомат,5,Пульс,37
5861,5862,5116353974,Юдина,Лукия,Эдуардовна,1973-07-03,Ж,2010,механика,2,Престиж,24
5862,5863,2044436725,Белова,Василиса,Геннадиевна,1961-06-30,Ж,1980,автомат,1,Зеленый свет,69
5863,5864,9760625713,Рожков,Митофан,Викентьевич,1985-02-22,М,2004,автомат,3,Молния,37
5864,5865,3607605451,Яковлева,Эмилия,Феликсовна,1999-10-30,Ж,2019,автомат,3,Стажер,4
5865,5866,2420223351,Иванова,Наина,Константиновна,1983-05-17,Ж,2015,механика,4,Мотор,37
5866,5867,7109754350,Пономарев,Викторин,Марсович,1966-08-17,М,2011,автомат,1,Автолайф,9
5867,5868,9216281764,Миронов,Максимильян,Абрамович,1983-08-07,М,2016,автомат,3,Автокласс,67
5868,5869,1295585391,Исакова,Виктория,Даниловна,1974-08-14,Ж,2009,механика,5,Форсаж,50
5869,5870,4700827378,Зуев,Сигизмунд,Эдгарович,1988-10-23,М,2018,механика,4,Курсор,30
5870,5871,5666848728,Константинов,Венедикт,Бориславович,1989-07-29,М,2008,автомат,3,Шумахер,68
5871,5872,8976226625,Блинов,Евграф,Ааронович,1961-05-28,М,1987,механика,5,Фордевинд,75
5872,5873,2310751854,Кошелев,Галактион,Филимонович,1952-07-24,М,1983,механика,3,Восток-ралли,27
5873,5874,2054883190,Андреева,Людмила,Сергеевна,1965-10-15,Ж,2000,автомат,3,АртДрайв,13
5874,5875,5868940843,Романова,Ульяна,Кирилловна,1989-02-01,Ж,2010,механика,3,Восток-ралли,15
5875,5876,8876935121,Лукина,Евфросиния,Афанасьевна,1999-08-31,Ж,2018,механика,1,Автомаг,5
5876,5877,1241334941,Максимов,Никандр,Тихонович,1958-12-14,М,2017,автомат,2,Легион,68
5877,5878,8041444413,Михеев,Поликарп,Августович,1993-11-04,М,2015,механика,5,Автолайн,24
5878,5879,3939125776,Фокина,Жанна,Дмитриевна,1960-08-11,Ж,2012,автомат,5,Жигули,36
5879,5880,4265849920,Дорофеев,Аполлон,Ярославович,1968-11-06,М,1986,механика,1,Пятое колесо,10
5880,5881,2850817723,Константинов,Филимон,Адамович,1990-04-30,М,2020,механика,1,Добрый путь,33
5881,5882,1790763162,Бирюков,Евстафий,Германович,1971-09-04,М,2010,механика,3,Кабриолет,69
5882,5883,2044100135,Кузьмина,Вероника,Афанасьевна,2001-05-22,Ж,2021,автомат,3,Автостиль,16
5883,5884,4643676250,Веселов,Фортунат,Владиславович,1980-11-28,М,2001,автомат,2,Автофакультет,51
5884,5885,7549091748,Мельников,Зиновий,Жоресович,1980-08-31,М,2013,механика,3,Дело,19
5885,5886,9305628146,Савельев,Платон,Борисович,1976-02-08,М,1996,автомат,5,Авто-Лада,53
5886,5887,3522281076,Игнатова,Галина,Валентиновна,1990-09-18,Ж,2014,механика,3,Автостиль,15
5887,5888,0730481270,Ильин,Михаил,Адамович,1961-04-16,М,1984,автомат,4,Конкорд,6
5888,5889,8490100310,Смирнова,Вера,Григорьевна,1954-04-04,Ж,2012,механика,4,Дело,25
5889,5890,9632189517,Карпова,Ольга,Александровна,1985-12-08,Ж,2021,автомат,5,Луч,22
5890,5891,4039491088,Голубев,Варлаам,Феликсович,1970-07-24,М,2003,механика,1,АртДрайв,10
5891,5892,7962415926,Мартынов,Ярослав,Федосеевич,1952-01-11,М,2019,механика,1,Академия вождения,68
5892,5893,2033152446,Кулагина,Вера,Петровна,1965-09-07,Ж,1987,механика,1,Минуэт,1
5893,5894,3948964142,Ермаков,Семен,Матвеевич,1982-10-21,М,2018,автомат,5,Светофор,15
5894,5895,4218363532,Горбачев,Сократ,Дорофеевич,1987-05-03,М,2020,механика,1,Ротор,36
5895,5896,1365347053,Силина,Маргарита,Тимофеевна,1979-06-03,Ж,2007,автомат,2,Зеленый свет,2
5896,5897,6348718945,Корнилов,Станислав,Артёмович,1966-05-26,М,1999,автомат,5,А-Класс,60
5897,5898,7281292498,Крюкова,Глафира,Константиновна,1988-11-04,Ж,2018,механика,4,Штурман,69
5898,5899,0425029828,Молчанов,Иннокентий,Харламович,1985-10-08,М,2003,механика,2,Супер-автошкола,56
5899,5900,5227729998,Боброва,Любовь,Натановна,2001-07-17,Ж,2019,автомат,2,Восход,12
5900,5901,8784267656,Маркова,Ираида,Геннадиевна,1983-08-12,Ж,2002,механика,1,Навигатор,55
5901,5902,3880699390,Дроздов,Панкратий,Егорович,1956-05-14,М,2007,механика,5,Виртуоз,41
5902,5903,2735319380,Титова,Зинаида,Романовна,1967-07-23,Ж,2011,механика,5,"Эх, научу!",41
5903,5904,1323190989,Комиссаров,Тихон,Евсеевич,1992-11-26,М,2016,автомат,5,Балтик-Стар,56
5904,5905,3657899756,Горшков,Севастьян,Изотович,1977-05-24,М,2010,механика,2,Центральная автошкола,56
5905,5906,1753803987,Стрелков,Евстафий,Валерьянович,1953-11-21,М,1994,механика,2,Автолайн,56
5906,5907,4606895743,Воронов,Георгий,Адрианович,1974-12-30,М,2005,механика,3,Авто-Импульс,34
5907,5908,2404322959,Шестаков,Никита,Ефимьевич,1962-08-14,М,1989,механика,1,Шумахер,12
5908,5909,8568735827,Кононов,Парамон,Эдгарович,1957-09-14,М,2009,механика,4,Штурман,14
5909,5910,5832413476,Ермакова,Анастасия,Ивановна,1970-10-10,Ж,2010,механика,4,Жигули,23
5910,5911,2951627414,Кулаков,Антип,Жоресович,1957-12-24,М,2016,механика,5,Шанс,35
5911,5912,8979987213,Семенов,Панфил,Вячеславович,1956-04-09,М,2006,механика,4,Онега,73
5912,5913,0779858960,Русаков,Михаил,Григорьевич,1995-06-30,М,2020,механика,2,"Эх, научу!",17
5913,5914,0915493785,Смирнова,Вера,Юрьевна,1973-02-03,Ж,2011,автомат,3,Бумеранг,58
5914,5915,8396204660,Антонова,Марфа,Ивановна,1965-05-06,Ж,2008,автомат,4,Водитель,41
5915,5916,8417001951,Доронин,Аникей,Антонович,1980-10-08,М,2004,автомат,3,АвтоАкадемия,6
5916,5917,8034072883,Лыткина,Лариса,Степановна,1975-11-08,Ж,2008,механика,4,АвтоАс,99
5917,5918,3725028957,Рожкова,Ульяна,Евгеньевна,1979-10-07,Ж,2020,автомат,1,Первая миля,9
5918,5919,5041944182,Прохорова,Юлия,Игоревна,1986-11-02,Ж,2008,механика,5,Восход,4
5919,5920,2887312602,Степанова,Ангелина,Антоновна,1988-04-01,Ж,2009,механика,3,Стрела,43
5920,5921,2437978145,Беспалов,Евстафий,Алексеевич,1974-09-26,М,2021,механика,4,Автолайф,1
5921,5922,3460779982,Филиппов,Ефрем,Исидорович,1953-12-07,М,2013,механика,4,Перспектива,40
5922,5923,8191518091,Дементьев,Будимир,Филимонович,1972-08-20,М,1990,механика,2,100 дорог,26
5923,5924,5214912799,Шарова,Анжелика,Павловна,2003-05-29,Ж,2021,автомат,5,Автоправо,20
5924,5925,0344848074,Алексеев,Лучезар,Власович,1954-11-27,М,2018,механика,2,Зеленая миля,10
5925,5926,1961165561,Бобылев,Мстислав,Герасимович,1966-08-28,М,1996,механика,4,Фаворит,52
5926,5927,6227521588,Родионова,Зинаида,Георгиевна,1955-04-13,Ж,1994,механика,3,Автофакультет,47
5927,5928,2474390349,Симонова,Зинаида,Даниловна,1989-08-10,Ж,2008,механика,1,Форсаж,75
5928,5929,0902366979,Рожкова,Лора,Валентиновна,1961-01-12,Ж,2016,механика,5,Центральная автошкола,73
5929,5930,7427446664,Моисеев,Никифор,Ильясович,1966-08-01,М,1994,механика,4,Прайм-Авто,91
5930,5931,5680203734,Мясникова,Евгения,Богдановна,1970-02-23,Ж,1999,автомат,1,Драйв,66
5931,5932,3561778673,Голубев,Иларион,Адрианович,1989-07-30,М,2011,автомат,4,Успех,70
5932,5933,7721731418,Маслов,Никита,Арсенович,1954-02-18,М,1995,механика,2,Шоссе,75
5933,5934,7912083566,Власова,Майя,Игоревна,1956-08-05,Ж,1980,механика,1,Клаксон,32
5934,5935,4436510509,Зиновьев,Куприян,Федосеевич,1979-01-16,М,1999,автомат,2,Дакар,49
5935,5936,9713192942,Степанов,Тит,Елизарович,1978-05-19,М,1997,автомат,2,Антей,79
5936,5937,4610231523,Казаков,Ладимир,Фомич,1984-11-25,М,2008,автомат,3,Чайка,64
5937,5938,5825305774,Селиверстова,Глафира,Аркадьевна,1980-02-21,Ж,2013,автомат,5,Ралли Шоп,18
5938,5939,5567230330,Красильникова,Евгения,Степановна,1960-02-06,Ж,1979,автомат,5,Автоправо,28
5939,5940,8084040107,Чернова,Анна,Станиславовна,1989-10-13,Ж,2018,автомат,2,Онега,40
5940,5941,8477039734,Колесников,Прокл,Геннадиевич,1967-07-28,М,2010,механика,5,Антей,46
5941,5942,2312751589,Якушев,Мартьян,Федосеевич,1984-09-29,М,2021,автомат,2,Авангард,39
5942,5943,8548740581,Киселев,Родион,Фокич,1967-10-03,М,2008,автомат,2,Перспектива,18
5943,5944,8807848163,Соловьев,Никита,Антонович,2001-02-26,М,2021,механика,1,Орлан,26
5944,5945,9257655566,Крылов,Семен,Димитриевич,1977-01-25,М,2020,автомат,1,АвтоГарвард,45
5945,5946,6432140560,Кириллов,Евгений,Гурьевич,1963-07-20,М,1983,механика,5,Супер-автошкола,23
5946,5947,2557095105,Федоров,Анатолий,Марсович,2002-11-19,М,2020,автомат,5,Штурман,42
5947,5948,1560117426,Некрасов,Эмиль,Филимонович,1977-01-27,М,2018,механика,4,Альтернатива,67
5948,5949,0533562697,Мартынов,Пимен,Адамович,1958-10-28,М,2008,механика,3,А-Класс,3
5949,5950,2420909385,Носова,Варвара,Кузьминична,1988-04-24,Ж,2019,механика,3,Луч,79
5950,5951,7017605103,Фролова,Синклитикия,Егоровна,1958-04-15,Ж,1979,автомат,5,Бумер,79
5951,5952,3842341942,Баранов,Потап,Григорьевич,1964-08-10,М,2013,автомат,1,Автоновичок,72
5952,5953,4532356722,Сафонов,Денис,Фролович,1983-12-10,М,2014,механика,3,Супер-автошкола,67
5953,5954,7600838558,Фролова,Нинель,Семеновна,1989-05-17,Ж,2016,автомат,4,Арго,77
5954,5955,9563981094,Шилова,Марфа,Павловна,1970-06-14,Ж,2017,механика,4,Мустанг,30
5955,5956,5421095717,Морозов,Герасим,Владиславович,2000-02-18,М,2018,механика,3,Драйв,87
5956,5957,2766982215,Журавлев,Ананий,Геннадиевич,1986-10-29,М,2012,механика,3,Автостиль,38
5957,5958,2435306045,Кондратьева,Нина,Аркадьевна,1974-07-10,Ж,2006,механика,5,Успех,45
5958,5959,5697679038,Константинов,Станимир,Анисимович,1951-01-03,М,2018,механика,2,Легион,61
5959,5960,7052347259,Бирюкова,Людмила,Харитоновна,1990-10-31,Ж,2009,автомат,5,Правый руль,99
5960,5961,7128648659,Егоров,Мечислав,Эдгарович,1968-01-04,М,1986,механика,2,Лучший водитель,87
5961,5962,5669061116,Гуляев,Демид,Глебович,1967-07-14,М,2017,механика,1,Автодрайв,16
5962,5963,6487200458,Волкова,Полина,Юрьевна,1969-03-29,Ж,2021,автомат,1,Водитель,39
5963,5964,4711890548,Прохоров,Велимир,Фокич,1972-07-29,М,1997,автомат,5,Пульс,89
5964,5965,2055943602,Тимофеев,Денис,Георгиевич,1989-11-04,М,2020,механика,5,Автоледи,49
5965,5966,9238546281,Колесникова,Варвара,Сергеевна,1956-08-14,Ж,1986,автомат,4,Ротор,61
5966,5967,2604238089,Харитонова,Глафира,Афанасьевна,1953-06-02,Ж,1978,автомат,5,Авто-Навык,9
5967,5968,3468378123,Блохин,Измаил,Антипович,1982-07-13,М,2016,механика,4,Фордевинд,14
5968,5969,9220230292,Жданова,Клавдия,Харитоновна,1950-10-12,Ж,2003,механика,4,Восток-ралли,23
5969,5970,5526519034,Галкин,Демид,Арсенович,1959-01-30,М,2016,автомат,3,Юность,17
5970,5971,0425333149,Федоров,Владислав,Давидович,2001-05-17,М,2019,механика,3,Приоритет,29
5971,5972,3670026683,Субботин,Пимен,Ефстафьевич,2003-08-20,М,2021,механика,2,Первая миля,39
5972,5973,8287698868,Королева,Мария,Руслановна,2000-03-03,Ж,2021,автомат,4,Шоссе,55
5973,5974,9957892321,Егоров,Ладислав,Власович,1988-10-11,М,2013,механика,5,Восток,32
5974,5975,5382885242,Воронов,Евграф,Владиславович,1961-09-29,М,2006,автомат,4,Шумахер,3
5975,5976,2841895737,Матвеева,Ия,Кузьминична,1954-08-21,Ж,2006,механика,1,Авто-Лига,19
5976,5977,3312068414,Ларионов,Венедикт,Елизарович,1973-10-01,М,2000,автомат,5,Пятое колесо,99
5977,5978,3272699942,Самойлова,Иванна,Федоровна,1964-01-15,Ж,2003,автомат,2,В движении,2
5978,5979,8942041500,Денисова,Элеонора,Рудольфовна,2002-07-09,Ж,2020,автомат,3,Профи,65
5979,5980,1018885526,Петухов,Тит,Ануфриевич,1975-11-14,М,1997,автомат,1,Автолюбитель,21
5980,5981,3892383994,Белоусов,Модест,Жоресович,1995-02-21,М,2016,механика,1,Автомаг,7
5981,5982,2448126257,Власова,София,Тарасовна,1986-07-02,Ж,2008,автомат,3,Автомиг,12
5982,5983,4230754465,Григорьев,Роман,Федотович,2003-02-18,М,2021,механика,5,За рулем,65
5983,5984,5176275308,Мельникова,Глафира,Михайловна,1977-10-28,Ж,2016,механика,3,Автоправо,46
5984,5985,8688523172,Блинова,Надежда,Геннадьевна,1977-08-08,Ж,2001,автомат,3,Автостарт,33
5985,5986,7903062338,Бурова,Василиса,Ефимовна,1968-12-02,Ж,1990,автомат,4,Дюк,11
5986,5987,6354729964,Орехов,Милий,Иосифович,1962-04-05,М,2001,автомат,1,Город,60
5987,5988,9567955822,Панфилов,Ипатий,Филиппович,1991-07-11,М,2016,автомат,3,Эстафета,26
5988,5989,7671436564,Ершова,Агафья,Михайловна,1963-03-01,Ж,1987,автомат,1,Курсант,61
5989,5990,4883644106,Ефимова,Майя,Петровна,1984-08-20,Ж,2017,механика,4,Кабриолет,45
5990,5991,0199517169,Захаров,Андроник,Феофанович,1964-09-08,М,2021,автомат,1,АвтоАкадемия,30
5991,5992,0518502511,Мишина,Ирина,Рудольфовна,1966-06-13,Ж,2008,автомат,5,Эстакада,32
5992,5993,5200708099,Гусев,Борислав,Федотович,1958-01-01,М,2014,автомат,5,Авангард,63
5993,5994,5553005280,Шубина,Татьяна,Тарасовна,1980-03-02,Ж,2017,автомат,3,Новые горизонты,69
5994,5995,3036384763,Соловьева,Ольга,Валериевна,1960-02-05,Ж,2000,автомат,1,АвтоСити,31
5995,5996,8177494708,Кудрявцева,Милица,Тарасовна,1959-11-29,Ж,1990,автомат,4,АртДрайв,32
5996,5997,5843165406,Мельникова,Виктория,Романовна,1988-03-11,Ж,2018,автомат,2,Вираж,43
5997,5998,4170814972,Попова,Алина,Ефимовна,1984-06-04,Ж,2002,автомат,1,Победа,59
5998,5999,1188216586,Горбачева,Фёкла,Петровна,1999-08-30,Ж,2017,механика,5,Евродрайв,61
5999,6000,9624727089,Тарасов,Михаил,Захарьевич,2003-10-02,М,2021,механика,5,Клаксон,18
6000,6001,3855935191,Терентьев,Николай,Антипович,1956-11-21,М,1975,механика,1,"Эх, научу!",17
6001,6002,3644593147,Соловьев,Самсон,Тарасович,1988-02-22,М,2011,механика,5,В движении,10
6002,6003,4435260198,Русаков,Серафим,Харлампьевич,1957-07-04,М,1996,автомат,2,АвтоАкадемия,63
6003,6004,6017235750,Емельянова,Екатерина,Ивановна,1996-07-18,Ж,2020,механика,5,Восток,64
6004,6005,5134917708,Рожкова,Виктория,Михайловна,1959-07-26,Ж,1998,автомат,3,Форсаж,34
6005,6006,4924736619,Рябова,Феврония,Наумовна,1981-10-03,Ж,2008,автомат,1,Вулкан,86
6006,6007,3051507171,Дьячкова,Зинаида,Дмитриевна,2000-01-26,Ж,2020,автомат,5,Пора за руль,29
6007,6008,1012560578,Зуев,Милий,Гавриилович,1978-04-10,М,2003,автомат,5,Мотор,73
6008,6009,9202562993,Мишина,Наталья,Натановна,1996-12-23,Ж,2020,автомат,2,Пятое колесо,45
6009,6010,3130337363,Владимиров,Аверьян,Владиленович,1959-04-23,М,1984,механика,4,Продвинутый водитель,24
6010,6011,9071463092,Копылов,Боян,Фёдорович,1957-10-20,М,2017,механика,5,Движение,38
6011,6012,3371350804,Исаева,Марина,Владиславовна,1958-01-03,Ж,2009,механика,3,Престиж,60
6012,6013,3687491765,Мухин,Максим,Теймуразович,1984-07-04,М,2014,механика,1,Транс-Миссия,6
6013,6014,9439894557,Николаева,Маргарита,Ильинична,1982-01-11,Ж,2016,механика,4,Навигатор,56
6014,6015,5065631540,Рыбаков,Демьян,Федотович,1987-12-17,М,2007,механика,4,Мастер-класс,63
6015,6016,1903371425,Селиверстов,Азарий,Тимурович,1958-06-07,М,2000,автомат,1,Курсант,42
6016,6017,7921643837,Панова,Василиса,Кузьминична,1998-08-22,Ж,2020,автомат,2,Топ Драйв,25
6017,6018,0291977166,Меркушева,София,Геннадиевна,1958-10-14,Ж,1981,механика,5,Альтернатива,11
6018,6019,2353289700,Ильина,Надежда,Дмитриевна,1990-09-20,Ж,2016,автомат,2,Центральная автошкола,68
6019,6020,0839877514,Зимина,Пелагея,Тимофеевна,1979-05-16,Ж,2019,автомат,4,В движении,39
6020,6021,4221855884,Лобанов,Кондрат,Адамович,1987-09-16,М,2008,механика,1,Первая миля,91
6021,6022,5792752264,Горбачева,Ираида,Яковлевна,1959-10-15,Ж,1986,механика,5,Автофактор,76
6022,6023,9750459024,Харитонов,Изот,Глебович,1977-12-08,М,2018,автомат,5,Вулкан,13
6023,6024,4231217588,Лыткина,Алла,Робертовна,1995-02-16,Ж,2019,автомат,5,Максима,5
6024,6025,7249510465,Хохлова,Евпраксия,Архиповна,1996-01-12,Ж,2016,автомат,3,Ягуар,73
6025,6026,7590757758,Ситникова,Зоя,Аркадьевна,1966-01-24,Ж,1997,механика,1,Автоштурман,36
6026,6027,2159291407,Никитина,Анжела,Захаровна,1959-05-27,Ж,2018,автомат,2,Автолайф,56
6027,6028,2214772498,Александрова,Анастасия,Егоровна,1982-03-23,Ж,2006,автомат,2,АртДрайв,47
6028,6029,5419733145,Костин,Будимир,Геннадиевич,1974-06-26,М,2018,автомат,5,Автознание,77
6029,6030,8865853614,Зимин,Аполлинарий,Иосифович,1993-11-30,М,2015,механика,4,Главная дорога,42
6030,6031,6374362148,Стрелкова,Зинаида,Рубеновна,1967-06-13,Ж,1996,автомат,4,Легион,36
6031,6032,6785721313,Сорокин,Юлиан,Ярославович,1965-07-25,М,2003,автомат,4,АвтоАкадемия,50
6032,6033,8437138127,Силин,Федор,Гертрудович,1964-07-23,М,1986,механика,5,Курсант,10
6033,6034,4876481145,Суворов,Валерьян,Филиппович,1961-04-11,М,1990,автомат,4,Азбука вождения,23
6034,6035,6726516028,Тихонова,Ангелина,Романовна,1983-11-26,Ж,2002,автомат,4,Юность,5
6035,6036,8166727102,Уваров,Матвей,Гавриилович,2002-06-22,М,2021,механика,4,Автофакультет,24
6036,6037,3648469109,Поляков,Амос,Ефимьевич,1973-07-23,М,2016,механика,3,Дорожная Азбука,30
6037,6038,7886159282,Гущина,Елена,Семеновна,1992-10-03,Ж,2019,автомат,1,Болид,86
6038,6039,0095750681,Гордеева,Элеонора,Владимировна,1991-01-10,Ж,2012,автомат,4,Эксперт,28
6039,6040,6557114487,Николаева,Мария,Максимовна,1953-04-17,Ж,1977,автомат,3,Эксперт,38
6040,6041,6032428341,Хохлова,Оксана,Павловна,1970-08-03,Ж,1994,механика,2,Леди Моторс,53
6041,6042,1136789103,Брагина,Алина,Георгиевна,1964-04-29,Ж,1994,механика,1,Фордевинд,23
6042,6043,6136108181,Мартынов,Фрол,Георгиевич,2003-04-06,М,2021,автомат,3,Автомаг,12
6043,6044,5505201435,Котова,Людмила,Артемовна,1978-11-14,Ж,2003,механика,5,Дилижанс,53
6044,6045,9384570581,Бобылев,Варлаам,Изотович,1987-04-21,М,2007,автомат,3,Курсор,33
6045,6046,1796772571,Архипов,Терентий,Измаилович,1960-11-30,М,2001,автомат,3,Сириус,36
6046,6047,1575087300,Козлова,Зоя,Рудольфовна,1975-11-28,Ж,1993,механика,5,Азбука дорог,89
6047,6048,9450642898,Селезнев,Святополк,Андреевич,1974-04-15,М,2019,автомат,4,Кабриолет,71
6048,6049,3530368086,Силина,Пелагея,Матвеевна,1986-05-24,Ж,2019,автомат,2,Топаз,56
6049,6050,2263002412,Иванова,Ираида,Игоревна,1975-12-04,Ж,2019,механика,2,Трасса,86
6050,6051,8272769329,Селиверстова,Алевтина,Аркадьевна,1995-01-17,Ж,2013,механика,4,Леди Моторс,56
6051,6052,7732087946,Титов,Василий,Изотович,1977-07-25,М,2003,автомат,1,Меркурий,10
6052,6053,8546767711,Федоров,Фома,Жоресович,1954-02-09,М,2013,автомат,2,Близкое расстояние,89
6053,6054,7808386978,Жукова,Зинаида,Робертовна,1966-12-08,Ж,2003,автомат,2,Аверс,37
6054,6055,4439622779,Михеева,Галина,Святославовна,1998-09-05,Ж,2017,механика,4,Академия вождения,32
6055,6056,9503577525,Коновалова,Агата,Семеновна,1973-02-18,Ж,2020,автомат,4,Топ Драйв,75
6056,6057,7551842896,Беспалов,Владлен,Всеволодович,1994-06-23,М,2017,механика,1,Дорожная Азбука,57
6057,6058,4818445026,Сорокин,Аким,Дмитриевич,1958-11-26,М,1978,автомат,4,Автополис,22
6058,6059,3193296529,Лыткина,Регина,Ефимовна,1980-05-20,Ж,2014,механика,1,Автодрайвер,69
6059,6060,3133180602,Артемьева,Елена,Юрьевна,1979-12-07,Ж,2017,механика,3,Чемпион,31
6060,6061,1560278507,Лобанов,Глеб,Августович,1999-05-30,М,2021,механика,1,Ментор,53
6061,6062,4057738305,Пономарев,Карп,Владиславович,1958-06-01,М,2004,автомат,4,Автостарт,19
6062,6063,4625130673,Мясников,Климент,Марсович,1969-12-30,М,1998,автомат,1,За рулем,43
6063,6064,2822411174,Емельянова,София,Валентиновна,1954-01-16,Ж,1996,механика,3,Азбука дорог,26
6064,6065,1125040213,Козлова,Елена,Павловна,1986-09-09,Ж,2015,автомат,3,Светофор,70
6065,6066,1453216210,Евдокимов,Давыд,Захарьевич,1972-12-16,М,1995,автомат,4,Правый руль,33
6066,6067,6707035098,Крылова,Василиса,Олеговна,1996-03-03,Ж,2016,автомат,3,АртДрайв,50
6067,6068,4778271910,Зиновьева,Олимпиада,Анатольевна,1986-09-21,Ж,2020,механика,2,Экипаж,62
6068,6069,4841222020,Жданов,Филимон,Давыдович,1964-10-04,М,2016,механика,4,Стрела,46
6069,6070,4678520251,Шестаков,Владлен,Фёдорович,1963-12-13,М,1989,механика,2,Перспектива,27
6070,6071,9624324214,Дмитриев,Валентин,Федосьевич,1977-02-10,М,2017,автомат,5,Элит,34
6071,6072,7705924348,Молчанов,Мартьян,Жоресович,1967-09-21,М,1986,механика,2,Восход,9
6072,6073,8975852377,Федорова,Милица,Дмитриевна,1995-02-24,Ж,2014,механика,3,Движение,79
6073,6074,3407698285,Капустин,Илья,Харитонович,1974-08-06,М,2009,механика,3,Победа,6
6074,6075,2831619939,Харитонова,Агата,Тимуровна,1961-06-29,Ж,1997,автомат,5,Золотой руль,31
6075,6076,5137478209,Самойлова,Эмилия,Кузьминична,1981-02-26,Ж,2011,механика,5,Бумеранг,32
6076,6077,9471142822,Соловьев,Павел,Ермилович,1973-05-09,М,2017,механика,1,Трасса,1
6077,6078,2906527981,Титова,Нинель,Олеговна,1985-01-23,Ж,2012,механика,4,Чемпион,73
6078,6079,4028281143,Агафонова,Мария,Леоновна,1955-07-14,Ж,1980,механика,5,Жигули,47
6079,6080,6622139459,Мясников,Кир,Филимонович,1991-03-25,М,2012,автомат,5,Дорожная Азбука,50
6080,6081,8372253835,Шаров,Азарий,Алексеевич,1960-01-25,М,1999,автомат,5,Мастер-класс,2
6081,6082,4669833293,Селиверстова,Агафья,Никифоровна,1965-05-01,Ж,1987,автомат,2,Стажер,14
6082,6083,6134846518,Соколова,Лидия,Робертовна,1963-09-10,Ж,2001,механика,5,Вектор,7
6083,6084,0380528524,Соболев,Савватий,Анатольевич,1991-10-03,М,2011,автомат,4,Драйвин,63
6084,6085,2853067237,Лазарев,Харлампий,Андреевич,1966-09-07,М,2012,механика,4,Конкорд,47
6085,6086,9029569042,Туров,Дмитрий,Дмитриевич,1959-12-15,М,1985,механика,4,Навигатор,15
